Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Year,AllStarSelection
157.0,Jrue Holiday,34.0,BOS,PG,62.0,62.0,30.6,4.1,9.2,0.443,1.7,4.9,0.353,2.4,4.3,0.547,0.538,1.1,1.2,0.909,1.2,3.0,4.3,3.9,1.1,0.4,1.2,1.6,11.1,,2025,0
158.0,Walker Kessler,23.0,UTA,C,58.0,58.0,30.0,4.8,7.2,0.663,0.1,0.6,0.176,4.7,6.6,0.706,0.671,1.4,2.6,0.52,4.6,7.6,12.2,1.7,0.6,2.4,1.5,2.2,11.1,,2025,0
161.0,Tim Hardaway Jr.,32.0,DET,SG,77.0,77.0,28.0,3.6,8.8,0.406,2.2,5.9,0.368,1.4,2.9,0.484,0.529,1.6,1.9,0.855,0.2,2.1,2.4,1.6,0.5,0.1,0.6,1.2,11.0,,2025,0
162.0,Duncan Robinson,30.0,MIA,SF,74.0,37.0,24.1,3.9,9.0,0.437,2.6,6.5,0.393,1.4,2.4,0.556,0.581,0.6,0.7,0.887,0.2,2.0,2.3,2.4,0.5,0.1,1.2,1.8,11.0,,2025,0
163.0,Guerschon Yabusele,29.0,PHI,C,70.0,43.0,27.1,4.0,8.0,0.501,1.5,3.9,0.38,2.5,4.1,0.616,0.593,1.4,2.0,0.725,1.9,3.7,5.6,2.1,0.8,0.3,1.2,2.3,11.0,,2025,0
164.0,Brice Sensabaugh,21.0,UTA,SF,71.0,15.0,20.2,3.9,8.4,0.459,2.2,5.2,0.422,1.7,3.2,0.52,0.59,0.9,1.0,0.89,0.6,2.4,3.0,1.5,0.6,0.1,1.5,1.6,10.9,,2025,0
165.0,Bogdan Bogdanovic,32.0,2TM,SG,54.0,4.0,25.0,3.9,9.1,0.427,1.9,5.4,0.363,1.9,3.8,0.517,0.534,1.1,1.2,0.879,0.4,2.5,2.9,2.7,0.8,0.2,1.4,2.4,10.8,,2025,0
166.0,Jordan Hawkins,22.0,NOP,SG,56.0,9.0,23.6,3.7,9.9,0.372,2.0,5.9,0.331,1.7,4.0,0.433,0.471,1.4,1.8,0.816,0.4,2.4,2.8,1.2,0.5,0.4,1.0,0.9,10.8,,2025,0
167.0,Brandon Boston Jr.,23.0,NOP,SG,42.0,10.0,23.6,4.0,9.1,0.436,1.2,3.3,0.35,2.8,5.7,0.485,0.5,1.6,2.0,0.788,0.7,2.5,3.2,2.2,1.3,0.2,1.2,1.7,10.7,,2025,0
168.0,Nikola Jovic,21.0,MIA,PF,46.0,10.0,25.1,3.7,8.2,0.456,1.7,4.6,0.371,2.0,3.6,0.563,0.56,1.6,1.9,0.828,0.6,3.3,3.9,2.8,0.8,0.3,1.3,1.8,10.7,,2025,0
169.0,Grayson Allen,29.0,PHO,SG,64.0,7.0,24.1,3.4,7.6,0.448,2.3,5.5,0.426,1.1,2.2,0.504,0.6,1.5,1.8,0.816,0.5,2.5,3.0,2.1,0.8,0.3,1.2,1.5,10.6,,2025,0
172.0,Obi Toppin,26.0,IND,PF,79.0,4.0,19.6,4.0,7.6,0.529,1.4,3.8,0.365,2.6,3.8,0.695,0.621,1.1,1.4,0.781,0.7,3.3,4.0,1.6,0.6,0.4,0.9,1.4,10.5,,2025,0
173.0,Jonas Valanciunas,32.0,2TM,C,81.0,21.0,18.8,4.3,7.7,0.55,0.1,0.5,0.216,4.2,7.3,0.571,0.557,1.8,2.0,0.879,2.3,5.4,7.7,2.0,0.5,0.6,1.5,2.2,10.4,,2025,0
175.0,Jaylen Wells,21.0,MEM,SG,79.0,74.0,25.9,3.6,8.6,0.425,1.7,5.0,0.352,1.9,3.6,0.525,0.527,1.4,1.7,0.822,1.1,2.3,3.4,1.7,0.6,0.1,0.9,1.8,10.4,,2025,0
177.0,Kevin Porter Jr.,24.0,2TM,SG,75.0,4.0,19.8,3.9,8.7,0.449,0.7,2.4,0.311,3.2,6.3,0.501,0.492,1.7,2.3,0.769,0.6,3.1,3.7,3.4,1.1,0.2,1.8,1.6,10.3,,2025,0
178.0,Jose Alvarado,26.0,NOP,PG,56.0,23.0,24.4,3.6,9.3,0.392,2.0,5.5,0.359,1.7,3.8,0.439,0.498,1.1,1.3,0.811,0.5,1.9,2.4,4.6,1.3,0.3,1.5,1.6,10.3,,2025,0
179.0,Nic Claxton,25.0,BRK,C,70.0,62.0,26.9,4.6,8.1,0.563,0.1,0.3,0.238,4.5,7.8,0.576,0.568,1.1,2.2,0.513,2.2,5.1,7.4,2.2,0.9,1.4,1.2,2.1,10.3,,2025,0
180.0,Herbert Jones,26.0,NOP,SF,20.0,20.0,32.4,3.8,8.6,0.436,1.1,3.6,0.306,2.7,5.0,0.53,0.5,1.7,2.0,0.825,1.1,2.8,3.9,3.3,1.9,0.5,1.8,3.3,10.3,,2025,0
181.0,De'Anthony Melton,26.0,GSW,SG,6.0,2.0,20.2,3.7,9.0,0.407,2.2,5.8,0.371,1.5,3.2,0.474,0.528,0.8,1.3,0.625,1.0,2.3,3.3,2.8,1.2,0.3,1.7,3.0,10.3,,2025,0
182.0,Isaiah Joe,25.0,OKC,SG,74.0,16.0,21.7,3.5,7.9,0.44,2.6,6.3,0.412,0.9,1.6,0.549,0.604,0.6,0.8,0.821,0.6,2.1,2.6,1.6,0.6,0.1,0.5,1.5,10.2,,2025,0
183.0,Tyus Jones,28.0,PHO,PG,81.0,58.0,26.8,3.8,8.4,0.448,2.0,5.0,0.414,1.7,3.5,0.496,0.57,0.6,0.7,0.895,0.5,1.9,2.4,5.3,0.9,0.1,1.1,0.8,10.2,,2025,0
184.0,Trendon Watford,24.0,BRK,PF,44.0,6.0,20.8,3.7,8.0,0.469,0.7,2.0,0.33,3.1,6.0,0.515,0.51,2.1,2.8,0.762,0.8,2.8,3.6,2.6,0.6,0.3,1.9,2.2,10.2,,2025,0
185.0,Keion Brooks Jr.,24.0,NOP,SF,14.0,6.0,23.7,3.8,7.8,0.486,1.0,3.1,0.326,2.8,4.7,0.591,0.55,1.6,2.1,0.733,0.9,3.3,4.1,0.9,0.7,0.7,0.9,2.1,10.1,,2025,0
186.0,Luguentz Dort,25.0,OKC,SF,71.0,71.0,29.2,3.6,8.4,0.435,2.4,5.8,0.412,1.2,2.5,0.489,0.578,0.5,0.6,0.717,1.3,2.9,4.1,1.6,1.1,0.5,0.7,2.9,10.1,,2025,0
187.0,Justin Edwards,21.0,PHI,SF,44.0,26.0,26.3,3.9,8.6,0.455,1.6,4.3,0.363,2.3,4.3,0.548,0.546,0.7,1.0,0.696,1.0,2.3,3.4,1.6,1.0,0.4,1.1,2.2,10.1,,2025,0
188.0,Derrick Jones Jr.,27.0,LAC,SF,77.0,55.0,24.3,4.0,7.6,0.526,1.0,2.8,0.356,3.0,4.8,0.627,0.593,1.1,1.5,0.703,1.2,2.2,3.4,0.8,1.0,0.4,0.9,2.0,10.1,,2025,0
189.0,Ausar Thompson,22.0,DET,SF,59.0,48.0,22.5,4.2,7.8,0.535,0.2,0.8,0.224,4.0,7.0,0.572,0.547,1.5,2.4,0.641,1.9,3.3,5.1,2.3,1.7,0.7,1.4,2.8,10.1,,2025,0
190.0,Chris Boucher,32.0,TOR,PF,50.0,0.0,17.2,3.6,7.4,0.492,1.4,3.9,0.363,2.2,3.5,0.633,0.586,1.4,1.7,0.782,1.4,3.1,4.5,0.7,0.5,0.5,0.6,1.4,10.0,,2025,0
191.0,Andrew Nembhard,25.0,IND,SG,65.0,65.0,28.9,3.8,8.3,0.458,0.8,2.7,0.291,3.0,5.6,0.538,0.506,1.7,2.1,0.794,0.5,2.8,3.3,5.0,1.2,0.2,1.7,2.3,10.0,,2025,0
192.0,Ziaire Williams,23.0,BRK,SF,63.0,45.0,24.5,3.4,8.3,0.412,1.6,4.8,0.341,1.8,3.5,0.509,0.511,1.6,2.0,0.821,1.0,3.6,4.6,1.3,1.0,0.4,1.1,2.4,10.0,,2025,0
193.0,Kevin Huerter,26.0,2TM,SG,69.0,31.0,24.3,3.7,8.8,0.425,1.9,5.7,0.338,1.8,3.1,0.587,0.535,0.5,0.7,0.714,0.4,2.5,3.0,2.3,1.0,0.3,1.0,1.8,9.9,,2025,0
194.0,Georges Niang,31.0,2TM,PF,79.0,3.0,21.5,3.6,7.8,0.461,2.1,5.2,0.406,1.5,2.7,0.569,0.595,0.6,0.7,0.793,0.6,2.8,3.4,1.4,0.4,0.2,1.0,2.5,9.9,,2025,0
196.0,Scotty Pippen Jr.,24.0,MEM,PG,79.0,21.0,21.3,3.6,7.5,0.48,1.1,2.8,0.397,2.5,4.7,0.528,0.553,1.5,2.2,0.713,0.8,2.5,3.3,4.4,1.3,0.4,1.7,2.6,9.9,,2025,0
197.0,Nick Smith Jr.,20.0,CHO,SG,60.0,27.0,22.8,3.7,9.5,0.391,1.7,5.1,0.34,2.0,4.4,0.45,0.482,0.7,0.8,0.935,0.2,1.9,2.1,2.4,0.3,0.1,1.4,1.3,9.9,,2025,0
198.0,Bub Carrington,19.0,WAS,PG,82.0,57.0,30.0,3.7,9.1,0.401,1.7,5.0,0.339,2.0,4.2,0.475,0.493,0.8,1.0,0.812,0.4,3.8,4.2,4.4,0.7,0.3,1.7,2.3,9.8,,2025,0
199.0,Moses Moody,22.0,GSW,SG,74.0,34.0,22.3,3.3,7.7,0.433,1.7,4.6,0.374,1.6,3.1,0.519,0.544,1.4,1.8,0.797,0.7,1.9,2.6,1.3,0.8,0.4,0.7,1.6,9.8,,2025,0
200.0,Amir Coffey,27.0,LAC,SG,72.0,13.0,24.3,3.3,7.1,0.471,1.4,3.4,0.409,1.9,3.7,0.529,0.57,1.6,1.8,0.891,0.4,1.8,2.2,1.1,0.6,0.1,0.6,1.7,9.7,,2025,0
201.0,Max Christie,21.0,2TM,SG,78.0,36.0,27.3,3.2,7.6,0.427,1.5,4.0,0.366,1.8,3.5,0.496,0.525,1.7,1.9,0.855,0.5,2.8,3.3,1.9,0.8,0.4,1.1,1.5,9.6,,2025,0
202.0,Kyle Filipowski,21.0,UTA,C,72.0,27.0,21.1,3.6,7.2,0.502,1.1,3.1,0.35,2.5,4.1,0.614,0.576,1.3,2.0,0.65,1.6,4.6,6.1,1.9,0.7,0.3,1.4,2.4,9.6,,2025,0
204.0,Miles McBride,24.0,NYK,PG,64.0,10.0,24.9,3.5,8.5,0.406,1.8,4.9,0.369,1.7,3.7,0.455,0.511,0.8,1.0,0.813,0.7,1.8,2.5,2.9,1.0,0.3,0.6,1.7,9.5,,2025,0
205.0,Jalen Wilson,24.0,BRK,PF,79.0,22.0,25.7,3.1,7.8,0.397,1.5,4.6,0.337,1.6,3.3,0.481,0.495,1.7,2.1,0.818,0.9,2.5,3.4,1.8,0.5,0.1,1.0,2.1,9.5,,2025,0
207.0,Cole Anthony,24.0,ORL,PG,67.0,22.0,18.4,3.4,8.1,0.424,1.1,3.3,0.353,2.3,4.9,0.471,0.494,1.4,1.7,0.823,0.7,2.4,3.0,2.9,0.7,0.5,1.5,2.3,9.4,,2025,0
208.0,Anthony Black,21.0,ORL,PG,78.0,10.0,24.2,3.4,7.9,0.423,0.8,2.5,0.318,2.6,5.4,0.471,0.473,1.9,2.5,0.761,0.7,2.3,2.9,3.1,1.1,0.6,1.8,2.1,9.4,,2025,0
209.0,Max Strus,28.0,CLE,SF,50.0,37.0,25.5,3.3,7.5,0.442,2.3,5.9,0.386,1.0,1.6,0.65,0.594,0.6,0.7,0.824,1.1,3.3,4.3,3.2,0.5,0.2,1.1,2.1,9.4,,2025,0
210.0,Tristan Vukcevic,21.0,WAS,C,35.0,1.0,14.7,3.4,6.9,0.496,1.1,2.9,0.373,2.3,4.0,0.586,0.574,1.5,1.9,0.776,0.7,3.0,3.7,1.1,0.3,0.7,1.2,1.6,9.4,,2025,0
211.0,Cam Whitmore,20.0,HOU,SF,51.0,3.0,16.2,3.5,7.9,0.444,1.3,3.6,0.355,2.2,4.3,0.518,0.525,1.1,1.4,0.75,0.7,2.3,3.0,1.0,0.6,0.3,0.9,0.9,9.4,,2025,0
212.0,Nick Richards,27.0,2TM,C,57.0,43.0,22.0,3.6,6.1,0.591,0.0,0.0,0.0,3.6,6.1,0.594,0.591,2.1,2.8,0.744,2.6,5.6,8.2,0.9,0.2,1.0,1.4,2.5,9.3,,2025,0
213.0,Kel'el Ware,20.0,MIA,C,64.0,36.0,22.2,4.0,7.3,0.554,0.5,1.7,0.315,3.5,5.5,0.629,0.592,0.7,1.0,0.687,1.8,5.6,7.4,0.9,0.6,1.1,0.9,1.7,9.3,,2025,0
214.0,Zach Edey,22.0,MEM,C,66.0,55.0,21.5,3.8,6.6,0.58,0.3,0.8,0.346,3.5,5.8,0.612,0.6,1.4,1.9,0.709,3.5,4.8,8.3,1.0,0.5,1.3,1.3,2.8,9.2,,2025,0
216.0,Noah Clowney,20.0,BRK,PF,46.0,20.0,22.7,2.9,8.1,0.358,1.9,5.7,0.333,1.0,2.4,0.414,0.474,1.5,1.7,0.838,0.9,3.0,3.9,0.9,0.5,0.5,1.0,2.3,9.1,,2025,0
217.0,Dalton Knecht,23.0,LAL,SF,78.0,16.0,19.2,3.3,7.1,0.461,1.6,4.4,0.376,1.7,2.8,0.594,0.576,0.8,1.1,0.762,0.5,2.3,2.8,0.8,0.3,0.1,0.5,1.2,9.1,,2025,0
219.0,T.J. McConnell,32.0,IND,PG,79.0,1.0,17.9,4.1,7.9,0.519,0.2,0.6,0.306,3.9,7.3,0.537,0.531,0.7,1.0,0.74,0.6,1.9,2.4,4.4,1.1,0.3,1.4,1.0,9.1,,2025,0
220.0,Yves Missi,20.0,NOP,C,73.0,67.0,26.8,3.7,6.7,0.547,0.0,0.0,0.0,3.7,6.7,0.548,0.547,1.7,2.8,0.623,3.5,4.7,8.2,1.4,0.5,1.3,1.1,2.0,9.1,,2025,0
222.0,Jared Butler,24.0,2TM,SG,60.0,17.0,17.4,3.4,7.6,0.448,1.0,2.8,0.355,2.4,4.7,0.504,0.514,1.3,1.5,0.824,0.4,1.4,1.8,3.7,0.7,0.2,1.3,1.6,9.0,,2025,0
223.0,Marcus Smart,30.0,2TM,PG,34.0,7.0,20.0,3.0,7.6,0.393,1.4,4.1,0.348,1.5,3.4,0.448,0.488,1.6,2.1,0.761,0.5,1.6,2.1,3.2,1.1,0.3,1.6,1.6,9.0,,2025,0
224.0,Draymond Green,34.0,GSW,PF,68.0,66.0,29.2,3.2,7.5,0.424,1.2,3.6,0.325,2.0,3.9,0.517,0.503,1.5,2.2,0.687,1.1,5.0,6.1,5.6,1.5,1.0,2.6,3.2,9.0,,2025,0
225.0,Killian Hayes,23.0,BRK,PG,6.0,5.0,27.0,3.0,7.2,0.419,1.3,3.5,0.381,1.7,3.7,0.455,0.512,1.7,2.0,0.833,0.8,2.2,3.0,5.2,0.7,0.7,1.5,2.2,9.0,,2025,0
226.0,Al Horford,38.0,BOS,C,60.0,42.0,27.7,3.3,7.7,0.423,1.9,5.2,0.363,1.4,2.5,0.551,0.547,0.6,0.6,0.895,1.3,4.8,6.2,2.1,0.6,0.9,0.8,1.4,9.0,,2025,0
227.0,Julian Strawther,22.0,DEN,SG,65.0,4.0,21.3,3.2,7.5,0.432,1.4,4.1,0.349,1.8,3.3,0.535,0.529,1.1,1.4,0.822,0.3,1.9,2.2,1.3,0.6,0.2,0.9,2.3,9.0,,2025,0
228.0,Patrick Williams,23.0,CHI,PF,63.0,36.0,25.0,3.3,8.2,0.397,1.5,4.3,0.353,1.7,3.9,0.447,0.49,1.0,1.3,0.723,0.7,3.1,3.8,2.0,0.8,0.5,1.4,1.4,9.0,,2025,0
229.0,Jusuf Nurkic,30.0,2TM,C,51.0,32.0,20.8,3.3,6.9,0.477,0.6,2.1,0.305,2.7,4.8,0.551,0.523,1.7,2.5,0.664,1.7,6.1,7.8,2.3,0.8,0.7,1.9,2.5,8.9,,2025,0
230.0,Clint Capela,30.0,ATL,C,55.0,41.0,21.4,4.0,7.1,0.559,0.0,0.0,0.0,4.0,7.1,0.56,0.559,0.9,1.8,0.536,3.2,5.4,8.5,1.1,0.6,1.0,0.9,1.9,8.9,,2025,0
231.0,Johnny Juzang,23.0,UTA,SG,64.0,18.0,19.8,3.2,7.4,0.429,1.8,4.9,0.376,1.3,2.5,0.534,0.554,0.7,0.8,0.849,0.7,2.2,2.9,1.1,0.6,0.1,0.6,2.0,8.9,,2025,0
235.0,Chris Paul,39.0,SAS,PG,82.0,82.0,28.0,3.0,7.1,0.427,1.7,4.5,0.377,1.3,2.6,0.514,0.547,1.0,1.1,0.924,0.4,3.2,3.6,7.4,1.3,0.3,1.6,1.8,8.8,,2025,0
236.0,Kelly Olynyk,33.0,2TM,C,44.0,22.0,20.3,3.0,6.1,0.5,0.8,1.8,0.418,2.3,4.3,0.534,0.562,1.9,2.5,0.769,1.4,3.3,4.7,2.9,0.8,0.4,1.7,2.8,8.7,,2025,0
237.0,Dorian Finney-Smith,31.0,2TM,PF,63.0,40.0,28.9,3.1,6.9,0.448,2.0,5.0,0.411,1.0,1.9,0.545,0.597,0.5,0.7,0.667,1.3,2.7,3.9,1.4,0.9,0.4,0.9,2.2,8.7,,2025,0
238.0,Oshae Brissett,26.0,PHI,SF,6.0,2.0,23.7,3.2,6.5,0.487,1.0,3.0,0.333,2.2,3.5,0.619,0.564,1.3,2.3,0.571,1.2,2.5,3.7,0.7,0.7,0.5,1.3,2.3,8.7,,2025,0
239.0,Kentavious Caldwell-Pope,31.0,ORL,SG,77.0,77.0,29.6,3.1,7.1,0.439,1.5,4.3,0.342,1.6,2.8,0.589,0.543,1.1,1.2,0.863,0.4,1.8,2.2,1.8,1.3,0.4,0.8,1.8,8.7,,2025,0
240.0,Isaiah Collier,20.0,UTA,PG,71.0,46.0,25.9,3.3,7.8,0.422,0.6,2.4,0.249,2.7,5.4,0.497,0.459,1.5,2.2,0.682,0.5,2.9,3.3,6.3,0.9,0.2,2.9,2.1,8.7,,2025,0
242.0,Kyshawn George,21.0,WAS,SG,68.0,38.0,26.5,3.0,8.0,0.372,1.7,5.2,0.322,1.3,2.8,0.464,0.476,1.0,1.4,0.753,0.7,3.5,4.2,2.5,1.0,0.7,1.4,3.0,8.7,,2025,0
243.0,Jaden Hardy,22.0,DAL,SG,57.0,3.0,15.9,3.2,7.3,0.435,1.3,3.5,0.386,1.8,3.8,0.479,0.527,1.1,1.5,0.698,0.2,1.4,1.6,1.4,0.5,0.1,1.4,1.6,8.7,,2025,0
244.0,Dereck Lively II,20.0,DAL,C,36.0,29.0,23.1,3.7,5.3,0.702,0.0,0.0,,3.7,5.3,0.702,0.702,1.3,2.0,0.63,2.9,4.6,7.5,2.4,0.6,1.6,1.1,2.8,8.7,,2025,0
245.0,Tyrese Martin,25.0,BRK,SG,60.0,11.0,21.9,3.2,7.8,0.406,1.7,4.7,0.351,1.5,3.1,0.492,0.513,0.8,1.0,0.793,1.0,2.7,3.7,2.0,0.6,0.2,1.2,1.3,8.7,,2025,0
246.0,Matas Buzelis,20.0,CHI,SF,80.0,31.0,18.9,3.2,6.9,0.454,1.2,3.3,0.361,2.0,3.6,0.54,0.541,1.1,1.4,0.815,0.7,2.8,3.5,1.0,0.4,0.9,0.9,1.6,8.6,,2025,0
247.0,Jaime Jaquez Jr.,23.0,MIA,SF,66.0,17.0,20.7,3.2,7.0,0.461,0.6,1.8,0.311,2.7,5.2,0.513,0.501,1.6,2.2,0.754,1.3,3.1,4.4,2.5,0.9,0.2,1.5,1.2,8.6,,2025,0
248.0,Ja'Kobe Walter,20.0,TOR,SG,52.0,18.0,21.2,3.1,7.6,0.405,1.3,3.6,0.349,1.8,4.0,0.454,0.487,1.3,1.6,0.795,1.1,1.9,3.1,1.6,0.8,0.2,1.0,1.8,8.6,,2025,0
249.0,Sam Hauser,27.0,BOS,PF,71.0,19.0,21.7,3.0,6.7,0.451,2.3,5.6,0.416,0.7,1.1,0.64,0.627,0.2,0.2,1.0,0.6,2.5,3.2,0.9,0.6,0.2,0.3,1.2,8.5,,2025,0
251.0,Jared Rhoden,25.0,2TM,SG,14.0,2.0,16.2,3.0,6.2,0.483,0.9,2.8,0.308,2.1,3.4,0.625,0.552,1.6,1.8,0.88,1.0,2.0,3.0,1.1,0.7,0.1,0.6,1.4,8.4,,2025,0
253.0,Cason Wallace,21.0,OKC,SG,68.0,43.0,27.6,3.4,7.2,0.474,1.1,3.1,0.356,2.3,4.1,0.562,0.55,0.4,0.5,0.811,1.0,2.3,3.4,2.5,1.8,0.5,0.9,2.1,8.4,,2025,0
254.0,Bruce Brown,28.0,2TM,PG,41.0,12.0,22.5,3.2,7.5,0.421,0.7,2.0,0.333,2.5,5.6,0.452,0.464,1.3,1.6,0.815,1.0,3.0,4.0,2.0,0.8,0.2,1.0,1.7,8.3,,2025,0
256.0,Brandon Clarke,28.0,MEM,PF,64.0,18.0,18.9,3.7,5.9,0.621,0.0,0.3,0.059,3.7,5.7,0.647,0.622,1.0,1.4,0.701,2.0,3.1,5.1,1.0,0.8,0.6,0.6,2.3,8.3,,2025,0
257.0,Keon Ellis,25.0,SAC,SG,80.0,28.0,24.4,2.8,5.8,0.489,1.7,4.0,0.433,1.1,1.8,0.615,0.639,0.9,1.1,0.849,0.8,1.9,2.7,1.5,1.5,0.8,0.9,2.2,8.3,,2025,0
258.0,Brandon Williams,25.0,DAL,PG,33.0,3.0,14.8,3.0,5.7,0.521,0.7,1.8,0.4,2.2,3.9,0.578,0.585,1.7,2.0,0.833,0.4,1.4,1.8,2.3,0.7,0.2,1.2,1.0,8.3,,2025,0
262.0,Quinten Post,24.0,GSW,PF,42.0,14.0,16.3,2.9,6.5,0.449,1.7,4.3,0.408,1.2,2.3,0.526,0.582,0.5,0.6,0.778,0.8,2.7,3.5,1.3,0.4,0.4,0.8,2.0,8.1,,2025,0
263.0,Peyton Watson,22.0,DEN,SF,68.0,18.0,24.4,3.0,6.3,0.477,0.7,2.0,0.353,2.3,4.3,0.534,0.533,1.4,2.0,0.693,0.7,2.7,3.4,1.4,0.7,1.4,0.8,1.8,8.1,,2025,0
264.0,Davion Mitchell,26.0,2TM,PG,74.0,37.0,27.4,3.0,6.4,0.468,1.1,2.9,0.398,1.9,3.6,0.525,0.557,0.8,1.1,0.69,0.5,1.8,2.3,4.9,1.0,0.2,1.7,2.5,7.9,,2025,0
265.0,Caleb Martin,29.0,2TM,SF,45.0,24.0,27.1,2.9,6.8,0.424,0.8,2.3,0.359,2.0,4.5,0.458,0.485,1.4,2.2,0.622,1.2,2.8,3.9,2.1,1.0,0.5,1.2,1.9,7.9,,2025,0
266.0,Tyson Etienne,25.0,BRK,PG,7.0,0.0,21.6,2.4,7.4,0.327,1.9,6.3,0.295,0.6,1.1,0.5,0.452,1.1,1.4,0.8,0.4,0.9,1.3,1.7,0.4,0.1,1.1,2.4,7.9,,2025,0
267.0,Day'Ron Sharpe,23.0,BRK,C,50.0,2.0,18.1,3.3,6.3,0.521,0.2,0.9,0.244,3.1,5.4,0.566,0.538,1.1,1.5,0.757,3.0,3.6,6.6,1.8,0.8,0.8,1.3,2.3,7.9,,2025,0
268.0,KJ Simpson,22.0,CHO,PG,36.0,15.0,23.4,2.9,8.4,0.346,0.9,3.6,0.254,2.0,4.8,0.415,0.4,1.1,1.4,0.82,1.1,1.9,3.0,3.1,0.9,0.2,1.6,1.6,7.8,,2025,0
269.0,Terance Mann,28.0,2TM,SG,67.0,13.0,21.1,3.1,6.2,0.496,0.9,2.4,0.368,2.2,3.7,0.58,0.569,0.7,1.0,0.691,1.0,2.0,3.0,1.8,0.7,0.2,0.7,1.9,7.7,,2025,0
270.0,Karlo Matkovic,23.0,NOP,PF,42.0,7.0,18.8,3.2,5.6,0.574,0.5,1.6,0.318,2.7,4.0,0.675,0.619,0.8,1.0,0.773,1.5,3.5,5.0,1.1,0.5,1.0,1.0,2.5,7.7,,2025,0
271.0,AJ Johnson,20.0,2TM,SG,29.0,11.0,22.0,2.8,7.3,0.385,0.8,3.1,0.267,2.0,4.2,0.472,0.441,1.1,1.3,0.865,0.3,1.8,2.0,2.6,0.4,0.1,1.2,1.7,7.6,,2025,0
272.0,Lonzo Ball,27.0,CHI,PG,35.0,14.0,22.2,2.5,6.9,0.366,1.9,5.6,0.344,0.6,1.4,0.458,0.504,0.6,0.8,0.815,0.7,2.7,3.4,3.3,1.3,0.5,1.2,1.6,7.6,,2025,0
273.0,Oscar Tshiebwe,25.0,UTA,C,14.0,1.0,18.2,3.0,5.0,0.6,0.0,0.0,,3.0,5.0,0.6,0.6,1.6,2.2,0.742,3.3,5.4,8.7,0.6,0.9,0.1,0.7,1.7,7.6,,2025,0
276.0,A.J. Green,25.0,MIL,SG,73.0,7.0,22.7,2.5,5.8,0.429,2.1,5.0,0.427,0.4,0.8,0.443,0.612,0.3,0.4,0.815,0.2,2.1,2.4,1.5,0.5,0.1,0.5,2.2,7.4,,2025,0
277.0,Josh Green,24.0,CHO,SG,68.0,67.0,27.8,2.6,6.2,0.428,1.4,3.6,0.391,1.2,2.5,0.48,0.543,0.7,1.1,0.681,0.8,1.7,2.5,1.6,1.1,0.2,1.0,2.4,7.4,,2025,0
279.0,Damion Baugh,24.0,CHO,SG,15.0,2.0,24.7,2.8,8.7,0.323,0.8,3.7,0.214,2.0,4.9,0.405,0.369,0.9,1.0,0.867,0.9,2.4,3.3,3.7,1.0,0.1,2.1,1.5,7.3,,2025,0
281.0,Ricky Council IV,23.0,PHI,SF,73.0,12.0,17.1,2.4,6.3,0.382,0.8,2.9,0.258,1.7,3.4,0.488,0.442,1.7,2.1,0.804,0.7,2.2,2.9,1.3,0.4,0.2,0.7,0.9,7.3,,2025,0
283.0,Tre Jones,25.0,2TM,PG,46.0,9.0,19.7,2.8,5.2,0.538,0.4,1.0,0.396,2.4,4.1,0.574,0.578,1.2,1.5,0.821,0.7,1.8,2.5,4.2,0.8,0.2,0.8,1.2,7.2,,2025,0
285.0,Tristan Da Silva,23.0,ORL,SF,74.0,38.0,22.0,2.7,6.5,0.412,1.1,3.2,0.335,1.6,3.3,0.488,0.495,0.7,0.9,0.873,1.0,2.3,3.3,1.5,0.4,0.2,0.8,1.3,7.2,,2025,0
286.0,GG Jackson II,20.0,MEM,PF,29.0,3.0,15.8,2.6,6.9,0.372,1.1,3.3,0.337,1.4,3.6,0.404,0.452,1.0,1.4,0.725,0.9,2.2,3.2,1.0,0.4,0.2,1.1,1.0,7.2,,2025,0
287.0,Vit Krejci,24.0,ATL,PG,57.0,16.0,20.2,2.5,5.1,0.497,1.6,3.6,0.437,1.0,1.5,0.64,0.651,0.6,0.8,0.711,0.4,2.4,2.7,2.6,0.6,0.5,0.9,1.8,7.2,,2025,0
288.0,Sam Merrill,28.0,CLE,SG,71.0,4.0,19.7,2.4,6.0,0.406,1.9,5.2,0.372,0.5,0.8,0.625,0.567,0.4,0.4,0.966,0.5,1.7,2.2,1.5,0.7,0.2,0.5,1.7,7.2,,2025,0
289.0,Daeqwon Plowden,26.0,ATL,SG,6.0,0.0,12.0,2.7,4.2,0.64,1.5,2.8,0.529,1.2,1.3,0.875,0.82,0.3,0.3,1.0,0.7,1.2,1.8,0.3,0.0,0.0,0.7,1.7,7.2,,2025,0
290.0,Nae'Qwan Tomlin,24.0,CLE,PF,5.0,1.0,12.6,2.6,6.4,0.406,0.4,2.0,0.2,2.2,4.4,0.5,0.438,1.6,2.2,0.727,1.8,2.4,4.2,0.4,0.0,0.2,0.4,1.8,7.2,,2025,0
